pat_no,app_no,pat_claim,app_claim
9043044,20140163769,"3. The system of claim 1, wherein the processor is further configured to: detect a first signal strength of the first data signal and a second signal strength of the second data signal;  compare the first and second signal strengths to determine which of the first data signal and the second data signal has a greater signal strength;  and identify the more accurate signal as the first data signal or second data signal having the greater signal strength.",
9043044,20140163769,"4. The system of claim 1, wherein the dataset includes critical data and noncritical data, and the processor is further configured to isolate the critical data from the noncritical data.",
9043044,20140163769,"5. The system of claim 4, wherein the first and second transceivers are further configured to transmit the critical data redundantly over the at least first and second communication lines, and transmit the noncritical data over at least one of the first and second communication lines at a lower priority than the critical data.",
9043044,20140163769,"6. The system of claim 4, wherein critical data includes at least one of a speed and a brake pressure.",
9043044,20140163769,"7. The system of claim 1, further including: a plurality of heartbeat lines, each heartbeat line configured to transmit a heartbeat signal from one of the first and second transceivers;  and a monitoring module configured to: detect the heartbeat signal from at least one of the first and second transceivers to determine whether the at least one of the first and second transceivers is functioning properly;  direct transmission of the first data signal to the first transceiver only when the first transceiver is functioning properly;  and direct transmission of the second data signal to the second transceiver only when the second transceiver is functioning properly.",
9043044,20140163769,"8. The system of claim 7, wherein the heartbeat signal includes a pulse signal.",
9043044,20140163769,"9. A consist comprising: a plurality of railcars;  at least one brake sensor associated with at least one of the plurality of railcars and configured to provide signals indicative of brake pressure associated with the consist;  at least one speed sensor associated with at least one of the plurality of railcars and configured to provide signals indicative of speed associated with the consist;  and a system for communicating a dataset, the system comprising: at least a first and a second communication line;  a first transceiver configured to communicate a first data signal indicative of the dataset over the first communication line;  a second transceiver configured to communicate a second data signal indicative of the dataset over the second communication line;  a processor configured to: receive the first data signal and the second data signal;  compare the first data signal with the second data signal to determine whether the first data signal or the second data signal comprises the more accurate signal;  and determine the dataset based upon the more accurate signal.",
9043044,20140163769,"10. The system of claim 9, wherein the processor is further configured to: detect a first signal strength of the first data signal and a second signal strength of the second data signal;  compare the first and second signal strengths to determine which of the first data signal and the second data signal has a greater signal strength;  and identify the more accurate signal as the first data signal or second data signal having the greater signal strength.",
9043044,20140163769,"11. The consist of claim 10, wherein the dataset includes critical data and noncritical data, and the processor is further configured to isolate the critical data from the noncritical data.",
9043044,20140163769,"12. The consist of claim 11, wherein the first and second transceivers are further configured to transmit the critical data redundantly over the at least first and second communication lines, and transmit the noncritical data over at least one of the first and second communication lines at a lower priority than the critical data.",
9043044,20140163769,"13. The consist of claim 12, wherein the critical data includes at least one of the brake pressure and the speed associated with the consist.",
9043044,20140163769,"14. The consist of claim 9, further including: a plurality of heartbeat lines, each heartbeat line configured to transmit a heartbeat signal from one of the first and second transceivers;  and a monitoring module configured to: detect the heartbeat signals to determine whether the transceivers are functioning properly;  direct transmission of the first data signal only if the first transceiver is operating properly;  and direct transmission of the second data signal only if the second transceiver is operating properly.",
9043044,20140163769,,"1. A system for communicating a dataset, the system comprising: at least a first and a second communication line; a first transceiver configured to communicate a first data signal indicative of the dataset over the first communication line; a second transceiver configured to communicate a second data signal indicative of the dataset over the second communication line; a processor configured to: receive the first data signal and the second data signal; compare the first data signal with the second data signal to determine whether the first data signal or the second data signal comprises a more accurate signal; and determine the dataset based upon the more accurate signal."
9043044,20140163769,,"2. The system of claim 1, wherein the processor is further configured to transmit a signal indicative of at least one of the dataset and the identity of the more accurate signal to a locomotive control system."
9043044,20140163769,,"3. The system of claim 1, wherein the processor is further configured to: detect a first signal strength of the first data signal and a second signal strength of the second data signal; compare the first and second signal strengths to determine which of the first data signal and the second data signal has a greater signal strength; and identify the more accurate signal as the first data signal or second data signal having the greater signal strength."
9043044,20140163769,,"4. The system of claim 1, wherein the dataset includes critical data and noncritical data, and the processor is further configured to isolate the critical data from the noncritical data."
9043044,20140163769,,"5. The system of claim 4, wherein the first and second transceivers are further configured to transmit the critical data redundantly over the at least first and second communication lines, and transmit the noncritical data over at least one of the first and second communication lines at a lower priority than the critical data."
9043044,20140163769,,"6. The system of claim 4, wherein critical data includes at least one of a speed and a brake pressure."
9043044,20140163769,,"7. The system of claim 1, further including: a plurality of heartbeat lines, each heartbeat line configured to transmit a heartbeat signal from one of the first and second transceivers; and a monitoring module configured to: detect the heartbeat signal from at least one of the first and second transceivers to determine whether the at least one of the first and second transceivers is functioning properly; direct transmission of the first data signal to the first transceiver only when the first transceiver is functioning properly; and direct transmission of the second data signal to the second transceiver only when the second transceiver is functioning properly."
9043044,20140163769,,"8. The system of claim 7, wherein the heartbeat signal includes a pulse signal."
9043044,20140163769,,9. A computer-implemented method comprising: receiving a first data signal indicative of a dataset from a first transceiver of a first transceiver set along a first communication line and a second data signal indicative of the dataset sent from a second transceiver of the first transceiver set along a second communication line; comparing the first data signal to the second data signal to determine whether the first data signal or the second data signal comprises a more accurate signal; and determining the dataset based upon the more accurate signal.
9043044,20140163769,,"10. The method of claim 9, further including: detecting a heartbeat signal transmitted by the first transceiver along a first heartbeat line to determine whether the first transceiver is functioning properly; and detecting a second heartbeat signal transmitted by the second transceiver along a second heartbeat line to determine whether the second transceiver is functioning properly."
9043044,20140163769,,"11. The method of claim 10, further including: directing transmission of data to the first transceiver only if the first transceiver is functioning properly; and directing transmission of data to the second transceiver only if the second transceiver is functioning properly."
9043044,20140163769,,"12. The method of claim 9, wherein the dataset includes both critical data and noncritical data, and the method further includes isolating the critical data from the noncritical data."
9043044,20140163769,,"13. The method of claim 12, further including transmitting the critical data redundantly along the first and second communication lines."
9043044,20140163769,,"14. The method of claim 12, further including transmitting the noncritical data along at least one of the first and second communication lines at a lower priority than the transmission of the critical data."
9043044,20140163769,,"15. A consist comprising: a plurality of railcars; at least one brake sensor associated with at least one of the plurality of railcars and configured to provide signals indicative of brake pressure associated with the consist; at least one speed sensor associated with at least one of the plurality of railcars and configured to provide signals indicative of speed associated with the consist; and a system for communicating a dataset, the system comprising: at least a first and a second communication line; a first transceiver configured to communicate a first data signal indicative of the dataset over the first communication line; a second transceiver configured to communicate a second data signal indicative of the dataset over the second communication line; a processor configured to: receive the first data signal and the second data signal; compare the first data signal with the second data signal to determine whether the first data signal or the second data signal comprises the more accurate signal; and determine the dataset based upon the more accurate signal."
9043044,20140163769,,"16. The system of claim 15, wherein the processor is further configured to: detect a first signal strength of the first data signal and a second signal strength of the second data signal; compare the first and second signal strengths to determine which of the first data signal and the second data signal has a greater signal strength; and identify the more accurate signal as the first data signal or second data signal having the greater signal strength."
9043044,20140163769,,"17. The consist of claim 16, wherein the dataset includes critical data and noncritical data, and the processor is further configured to isolate the critical data from the noncritical data."
9043044,20140163769,,"18. The consist of claim 17, wherein the first and second transceivers are further configured to transmit the critical data redundantly over the at least first and second communication lines, and transmit the noncritical data over at least one of the first and second communication lines at a lower priority than the critical data."
9043044,20140163769,,"19. The consist of claim 18, wherein the critical data includes at least one of the brake pressure and the speed associated with the consist."
9043044,20140163769,,"20. The consist of claim 15, further including: a plurality of heartbeat lines, each heartbeat line configured to transmit a heartbeat signal from one of the first and second transceivers; and a monitoring module configured to: detect the heartbeat signals to determine whether the transceivers are functioning properly; direct transmission of the first data signal only if the first transceiver is operating properly; and direct transmission of the second data signal only if the second transceiver is operating properly."
9042936,20140135054,"1. A power control method, performed by a communication device, comprising: determining a power range of a transmit power of an uplink signal;  determining a gain switch range based on the power range;  when the transmit power of the uplink signal is within the gain switch range, determining a first gain mode for amplifying the uplink signal;  and when the transmit power of the uplink signal is out of the gain switch range, determining a second gain mode for amplifying the uplink signal.",
9042936,20140135054,"2. The power control method of claim 1, further comprising: receiving a downlink signal from an air interface;  and determining external information according to the downlink signal, wherein, the determining the power range step comprises, determining the transmit power of the uplink signal according to the external information.",
9042936,20140135054,"3. The power control method of claim 1, further comprising: configuring internal information, wherein, the determining the power range step comprises, determining the transmit power of the uplink signal according to the internal information.",
9042936,20140135054,"4. The power control method of claim 1, wherein, the when the transmit power of the uplink signal is out of the gain switch range step comprises: determining a first signal quality using the first gain mode;  determining a second signal quality using the second mode;  and when the second signal quality is less than or equal to the first signal quality, amplifying the uplink signal with the first gain mode.",
9042936,20140135054,"5. The power control method of claim 1, wherein, the determining the power range step comprises, applying digital modulation and available radio resources to the uplink signal to determine the transmit power.",
9042936,20140135054,"6. The power control method of claim 1, wherein: the power range comprises an upper power range defined by an upper limit power and an average power;  and the determining the power range step comprises, determining the gain switch range according to the upper power range.",
9042936,20140135054,"7. The power control method of claim 1, further comprising: receiving a downlink signal from an air interface to determine external information;  and configuring internal information, wherein the internal information and the external information correspond to first and second priorities, respectively, the determining the power range step comprises, determining a first power range according to a first transmit power of the uplink signal according to the external information, and determining a second power range according to a second transmit power of the uplink signal according to the internal information, and the determining the gain switch range step comprises, determining a first gain switch range according to the first power range, determining a second gain switch range according to the second power range, and determining one of the first and the second gain switch ranges as the gain switch range based on the first and second priorities.",
9042936,20140135054,"8. The power control method of claim 1, further comprising: receiving a downlink signal from an air interface to determine external information;  and configuring internal information, wherein, the determining the power range step comprises, determining a first power range according to a first transmit power of the uplink signal according to the external information, and determining a second power range according to a second transmit power of the uplink signal according to the internal information, and the determining the gain switch range step comprises, determining a first gain switch range according to the first power range, determining a second gain switch range according to the second power range, and determining a corresponding gain switch range of a smaller one of the first and the second power ranges as the gain switch range.",
9042936,20140135054,"9. The power control method of claim 1, further comprising: receiving a downlink signal from an air interface to determine external information;  and configuring internal information, wherein, determining the power range step comprises, determining a first power range according to a first transmit power of the uplink signal according to the external information, and determining a second power range according to a second transmit power of the uplink signal according to the internal information, the determining the gain switch range step comprises, determining a first gain switch range according to the first power range, determining a second gain switch range according to the second power range, and determining a corresponding gain switch range of a larger one of the first and the second power ranges as the gain switch range.",
9042936,20140135054,"10. A communication device, comprising: a controller, configured to determine a power range of a transmit power of an uplink signal, determine a gain switch range based on the power range, when the transmit power of the uplink signal is within the gain switch range, determine a first gain mode, and when the transmit power of the uplink signal is out of the gain switch range, determine a second gain mode;  and a power amplifier, coupled to the controller, configured to amplify the uplink signal with the first or the second gain mode.",
9042936,20140135054,"11. The communication device of claim 10, further comprising: a receiver, coupled to the controller, configured to receive a downlink signal from an air interface, wherein the controller is configured to determine external information according to the downlink signal, and determine the transmit power of the uplink signal according to the external information.",
9042936,20140135054,"12. The communication device of claim 10, wherein the controller is adapted to configure internal information, and determine the transmit power of the uplink signal according to the internal information.",
9042936,20140135054,"13. The communication device of claim 10, wherein the controller is configured to determine a first signal quality using the first gain mode, and determine a second signal quality using the second mode, and when the second signal quality is less than or equal to the first signal quality, the power amplifier is configured to amplify the uplink signal with the first gain mode ",
9042936,20140135054,"14. The communication device of claim 10, wherein the controller is configured to apply digital modulation and available radio resources to the uplink signal to determine the transmit power.",
9042936,20140135054,"15. The communication device of claim 10, wherein the power range comprises an upper power range defined by an upper limit power and an average power, and the controller is configured to determine the gain switch range according to the upper power range.",
9042936,20140135054,"16. The communication device of claim 10, further comprising: a receiver, coupled to the controller, configured to receive a downlink signal from an air interface to determine external information, wherein the controller is adapted to configure internal information, the internal information and the external information correspond to first and second priorities, respectively, the controller is configured to determine a first power range according to a first transmit power of the uplink signal according to the external information, and determine a second power range according to a second transmit power of the uplink signal according to the internal information, and determine a first gain switch range according to the first power range, determine a second gain switch range according to the second power range, and determine one of the first and the second gain switch ranges as the gain switch range based on the first and second priorities.",
9042936,20140135054,"17. The communication device of claim 10, further comprising: a receiver, coupled to the controller, configured to receive a downlink signal from an air interface to determine external information, wherein the controller is adapted to configure internal information, the internal information and the external information correspond to first and second priorities, respectively, the controller is configured to determine a first power range according to a first transmit power of the uplink signal according to the external information, and determine a second power range according to a second transmit power of the uplink signal according to the internal information, and determine a first gain switch range according to the first power range, determine a second gain switch range according to the second power range, and determine a corresponding gain switch range of a smaller one of the first and the second power ranges as the gain switch range.",
9042936,20140135054,"18. The communication device of claim 10, further comprising: a receiver, coupled to the controller, configured to receive a downlink signal from an air interface to determine external information, wherein the controller is adapted to configure internal information, the internal information and the external information correspond to first and second priorities, respectively;  the controller is configured to determine a first power range according to a first transmit power of the uplink signal according to the external information, and determine a second power range according to a second transmit power of the uplink signal according to the internal information, and determine a first gain switch range according to the first power range, determine a second gain switch range according to the second power range, and determine a corresponding gain switch range of a larger one of the first and the second power ranges as the gain switch range.",
9042936,20140135054,,"1. A power control method, performed by a communication device, comprising: determining a power range of a transmit power of an uplink signal; determining a gain switch range based on the power range; when the transmit power of the uplink signal is within the gain switch range, determining a first gain mode for amplifying the uplink signal; and when the transmit power of the uplink signal is out of the gain switch range, determining a second gain mode for amplifying the uplink signal."
9042936,20140135054,,"2. The power control method of claim 1, further comprising: receiving a downlink signal from an air interface; and determining external information according to the downlink signal, wherein, the determining the power range step comprises, determining the transmit power of the uplink signal according to the external information."
9042936,20140135054,,"3. The power control method of claim 1, further comprising: configuring internal information, wherein, the determining the power range step comprises, determining the transmit power of the uplink signal according to the internal information."
9042936,20140135054,,"4. The power control method of claim 1, wherein, the when the transmit power of the uplink signal is out of the gain switch range step comprises: determining a first signal quality using the first gain mode; determining a second signal quality using the second mode; and when the second signal quality is less than or equal to the first signal quality, amplifying the uplink signal with the first gain mode."
9042936,20140135054,,"5. The power control method of claim 1, wherein, the determining the power range step comprises, applying digital modulation and available radio resources to the uplink signal to determine the transmit power."
9042936,20140135054,,"6. The power control method of claim 1, wherein: the power range comprises an upper power range defined by an upper limit power and an average power; and the determining the power range step comprises, determining the gain switch range according to the upper power range."
9042936,20140135054,,"7. The power control method of claim 1, further comprising: receiving a downlink signal from an air interface to determine external information; and configuring internal information, wherein the internal information and the external information correspond to first and second priorities, respectively, the determining the power range step comprises, determining a first power range according to a first transmit power of the uplink signal according to the external information, and determining a second power range according to a second transmit power of the uplink signal according to the internal information, and the determining the gain switch range step comprises, determining a first gain switch range according to the first power range, determining a second gain switch range according to the second power range, and determining one of the first and the second gain switch ranges as the gain switch range based on the first and second priorities."
9042936,20140135054,,"8. The power control method of claim 1, further comprising: receiving a downlink signal from an air interface to determine external information; and configuring internal information, wherein, the determining the power range step comprises, determining a first power range according to a first transmit power of the uplink signal according to the external information, and determining a second power range according to a second transmit power of the uplink signal according to the internal information, and the determining the gain switch range step comprises, determining a first gain switch range according to the first power range, determining a second gain switch range according to the second power range, and determining a corresponding gain switch range of a smaller one of the first and the second power ranges as the gain switch range."
9042936,20140135054,,"9. The power control method of claim 1, further comprising: receiving a downlink signal from an air interface to determine external information; and configuring internal information, wherein, determining the power range step comprises, determining a first power range according to a first transmit power of the uplink signal according to the external information, and determining a second power range according to a second transmit power of the uplink signal according to the internal information, the determining the gain switch range step comprises, determining a first gain switch range according to the first power range, determining a second gain switch range according to the second power range, and determining a corresponding gain switch range of a larger one of the first and the second power ranges as the gain switch range."
9042936,20140135054,,"10. A communication device, comprising: a controller, configured to determine a power range of a transmit power of an uplink signal, determine a gain switch range based on the power range, when the transmit power of the uplink signal is within the gain switch range, determine a first gain mode, and when the transmit power of the uplink signal is out of the gain switch range, determine a second gain mode; and a power amplifier, coupled to the controller, configured to amplify the uplink signal with the first or the second gain mode."
9042936,20140135054,,"11. The communication device of claim 10, further comprising: a receiver, coupled to the controller, configured to receive a downlink signal from an air interface, wherein the controller is configured to determine external information according to the downlink signal, and determine the transmit power of the uplink signal according to the external information."
9042936,20140135054,,"12. The communication device of claim 10, wherein the controller is adapted to configure internal information, and determine the transmit power of the uplink signal according to the internal information."
9042936,20140135054,,"13. The communication device of claim 10, wherein the controller is configured to determine a first signal quality using the first gain mode, and determine a second signal quality using the second mode, and when the second signal quality is less than or equal to the first signal quality, the power amplifier is configured to amplify the uplink signal with the first gain mode "
9042936,20140135054,,"14. The communication device of claim 10, wherein the controller is configured to apply digital modulation and available radio resources to the uplink signal to determine the transmit power."
9042936,20140135054,,"15. The communication device of claim 10, wherein the power range comprises an upper power range defined by an upper limit power and an average power, and the controller is configured to determine the gain switch range according to the upper power range."
9042936,20140135054,,"16. The communication device of claim 10, further comprising: a receiver, coupled to the controller, configured to receive a downlink signal from an air interface to determine external information, wherein the controller is adapted to configure internal information, the internal information and the external information correspond to first and second priorities, respectively, the controller is configured to determine a first power range according to a first transmit power of the uplink signal according to the external information, and determine a second power range according to a second transmit power of the uplink signal according to the internal information, and determine a first gain switch range according to the first power range, determine a second gain switch range according to the second power range, and determine one of the first and the second gain switch ranges as the gain switch range based on the first and second priorities."
9042936,20140135054,,"17. The communication device of claim 10, further comprising: a receiver, coupled to the controller, configured to receive a downlink signal from an air interface to determine external information, wherein the controller is adapted to configure internal information, the internal information and the external information correspond to first and second priorities, respectively, the controller is configured to determine a first power range according to a first transmit power of the uplink signal according to the external information, and determine a second power range according to a second transmit power of the uplink signal according to the internal information, and determine a first gain switch range according to the first power range, determine a second gain switch range according to the second power range, and determine a corresponding gain switch range of a smaller one of the first and the second power ranges as the gain switch range."
9042936,20140135054,,"18. The communication device of claim 10, further comprising: a receiver, coupled to the controller, configured to receive a downlink signal from an air interface to determine external information, wherein the controller is adapted to configure internal information, the internal information and the external information correspond to first and second priorities, respectively; the controller is configured to determine a first power range according to a first transmit power of the uplink signal according to the external information, and determine a second power range according to a second transmit power of the uplink signal according to the internal information, and determine a first gain switch range according to the first power range, determine a second gain switch range according to the second power range, and determine a corresponding gain switch range of a larger one of the first and the second power ranges as the gain switch range."
9042888,20130143615,"1. A method to conserve battery power at a mobile wireless device by managing signaling connections between the mobile wireless device and a wireless network, the method comprising: at the mobile wireless device: maintaining a radio sector database identifying radio sectors from which the mobile wireless device has received at least one negative response message or no response message, in response to at least one transmitted signaling message from the mobile wireless device, wherein the radio sector database comprises a failure count value for each radio sector identified within the radio sector database;  receiving a trigger to transmit a signaling message to a target radio sector in the wireless network;  in response to determining that the target radio sector is identified within the radio sector database maintained at the mobile wireless device: determining a time delay value associated with the target radio sector and an elapsed time since a most recently transmitted signaling message of the mobile wireless device, wherein the determined time delay value corresponds to a failure count value for the target radio sector;  and comparing the elapsed time since the most recently transmitted signaling message to the determined time delay value, wherein the signaling message is not transmitted to the target radio sector when the elapsed time since the most recently transmitted signaling message does not exceed the determined time delay value associated with the target radio sector;  and in response to determining that the target radio sector is not identified within the radio sector database maintained at the mobile wireless device: transmitting the signaling message to the target radio sector;  and adding an indication of the target radio sector to the radio sector database maintained at the mobile wireless device when a negative response message or no response message is received from the target radio sector via the wireless network, in response to the transmitted signaling message.",
9042888,20130143615,"2. The method as recited in claim 1, wherein the failure count value is a number of failed connections with a radio sector to which the mobile wireless device is unable to establish a connection.",
9042888,20130143615,"3. The method as recited in claim 1, further comprising transmitting the signaling message to the target radio sector when an indication of the target radio sector is in the radio sector database maintained at the mobile wireless device and the elapsed time since the most recently transmitted signaling message exceeds the determined time delay value associated with the target radio sector.",
9042888,20130143615,"4. The method as recited in claim 3, further comprising deleting an indication of the target radio sector from the radio sector database maintained at the mobile wireless device when a positive response message is received from the target radio sector, in response to the transmitted signaling message.",
9042888,20130143615,"5. The method as recited in claim 2, further comprising incrementing the failure count value associated with the target radio sector in the radio sector database maintained at the mobile wireless device when a negative response message or no response message is received from the target radio sector, in response to the transmitted signaling message.",
9042888,20130143615,"6. The method as recited in claim 1, wherein the radio sector database maintained at the mobile wireless device includes at least one signal quality metric for each radio sector stored in the radio sector database, including the target radio sector, and the method further comprises storing a most recent value for at least one signal quality metric associated with the target radio sector when adding information associated with the target radio sector to the radio sector database or when updating information associated with the target radio sector in the radio sector database.",
9042888,20130143615,"7. The method as recited in claim 6, further comprising: determining a current value of the at least one signal quality metric associated with the target radio sector in the radio sector database;  and transmitting the signaling message to the wireless network irrespective of the determined time delay value associated with the target radio sector when the determined current value of the at least one signal quality metric exceeds the stored most recent value for the at least one signal quality metric associated with the target radio sector by at least a signal quality threshold value.",
9042888,20130143615,"8. The method as recited in claim 1, wherein the trigger to transmit the signaling message to the target radio sector is at least one of a location area update, a routing area update, or a tracking area update.",
9042888,20130143615,"9. A mobile wireless device configured to communicate via a wireless network, the mobile wireless device comprising: one or more processors;  at least one transceiver that is configurable to communicate with one or more radio sectors via the wireless network;  and a radio sector database identifying problematic radio sectors from which the mobile wireless device has received a negative response message or no response message, in response to a connection request, wherein the radio sector database comprises a connection request failure count value for each radio sector identified within the radio sector database, and wherein the one or more processors are operable to cause the mobile wireless device to: generate a request to establish a radio connection with a target radio sector of the wireless network;  consult the radio sector database to determine whether to establish the radio connection with the target radio sector in response to determining that the target radio sector is identified within the radio sector database: determine a time delay value associated with the target radio sector, wherein the determined time delay value corresponds to a connection request failure count value for the target radio sector;  compare an elapsed time since transmitting a most recent request to establish a radio connection with the target radio sector to the determined time delay value;  and discard the request to establish the radio connection with the target radio sector when the elapsed time since transmitting a most recent request to establish a radio connection with the target radio sector is less than the determined time delay value;  and in response to determining that the target radio sector is not identified within the radio sector database, transmit the request to establish the radio connection with the target radio sector via the wireless network.",
9042888,20130143615,"10. The mobile wireless device as recited in claim 9, wherein the one or more processors are further operable to cause the mobile wireless device to add an indication of the target radio sector to the radio sector database when a radio resource reject message is received from the target radio sector, in response to the transmitted request to establish the radio connection with the target radio sector.",
9042888,20130143615,"11. The mobile wireless device as recited in claim 10, wherein the one or more processors are further operable to cause the mobile wireless device to increment the connection request failure count for the target radio sector in the radio sector database when a radio resource reject message is received from the target radio sector, in response to the transmitted request to establish the radio connection with the target radio sector.",
9042888,20130143615,"12. The mobile wireless device as recited in claim 9, wherein an indication of each radio sector in the radio sector database comprises at least one of a location area identifier, a routing area identifier, or a tracking area identifier.",
9042888,20130143615,"13. The mobile wireless device as recited in claim 9, wherein the one or more processors are further operable to cause the mobile wireless device to delete an indication of the target radio sector from the radio sector database when a radio resource setup message is received from the target radio sector, in response to the transmitted request to establish the radio connection with the target radio sector.",
9042888,20130143615,"14. The mobile wireless device as recited in claim 9, wherein the one or more processors are further operable to cause the mobile wireless device to determine the time delay value associated with the target radio sector based at least in part on the connection request failure count associated with the target radio sector.",
9042888,20130143615,"15. A mobile wireless device configured to communicate via a wireless network, the mobile wireless device comprising: one or more processors;  at least one transceiver that is configurable to communicate with one or more radio sectors via the wireless network;  and a radio sector database identifying problematic radio sectors from which the mobile wireless device has received a negative response message or no response message, in response to a connection request, wherein the radio sector database comprises a connection request failure count for each radio sector identified within the radio sector database, and wherein the one or more processors are operable to cause the mobile wireless device to: generate a request to establish a radio connection with a target radio sector via the wireless network;  consult the radio sector database to determine whether to establish the radio connection with the target radio sector, wherein at least one signal quality metric is stored in the radio sector database maintained at the mobile wireless device for each radio sector in the radio sector database;  and in response to determining that the target radio sector is identified within the radio sector database: determine a current value of at least one signal quality metric associated with the target radio sector;  determine a time delay value associated with the target radio sector, wherein the time delay value corresponds to a connection request failure count value for the target radio sector;  compare an elapsed time since transmitting a most recent request to establish a radio connection with the target radio sector via the wireless network to the determined time delay value;  and discard the request to establish the radio connection with the target radio sector when: i. the current value of the at least one signal quality metric associated with the target radio sector does not exceed a stored value of at least one signal quality metric associated with the target radio sector by at least a signal quality threshold value, and ii.  the elapsed time since transmitting a most recent request to establish a radio connection with the target radio sector is less than the determined time delay value.",
9042888,20130143615,"16. The mobile wireless device as recited in claim 15, wherein the one or more processors are further operable to cause the mobile wireless device to add an indication of the target radio sector to the radio sector database when the target radio sector is not identified within the radio sector database and no response message is received from the target radio sector via the wireless network, in response to a transmitted request to establish the radio connection with the target radio sector.",
9042888,20130143615,"17. The mobile wireless device as recited in claim 15, wherein the one or more processors are further operable to cause the mobile wireless device to: maintain the connection request failure count for each radio sector in the radio sector database;  and increment a connection request failure count for the target radio sector when no response message is received from the target radio sector via wireless network, in response to a transmitted request to establish the radio connection with the target radio sector.",
9042888,20130143615,"18. The mobile wireless device as recited in claim 15, wherein each indication of a radio sector within the radio sector database comprises at least one of a location area identifier, a routing area identifier, or a tracking area identifier.",
9042888,20130143615,"19. The mobile wireless device as recited in claim 15, wherein the one or more processors are further operable to cause the mobile wireless device to delete an indication of the target radio sector from the radio sector database when a radio resource setup message is received from the target radio sector via the wireless network, in response to a transmitted request to establish the radio connection with the target radio sector.",
9042888,20130143615,"20. A non-transitory computer-readable medium having instructions stored thereon that, when executed at a mobile wireless device, causes the mobile wireless device to perform a method comprising: maintaining a radio sector database of radio sectors from which the mobile wireless device has received at least one negative response message or no response message, in response to at least one transmitted request message from the mobile wireless device;  maintaining a time delay database of time delay values associated with one or more failure count threshold values, wherein each of the one or more failure count threshold values is associated with a number of failed access attempts for a radio sector with which the mobile wireless device is unable to establish communications;  receiving a request to establish a radio connection between the mobile wireless device and a target radio sector via a wireless network;  determining whether to establish the radio connection with the target radio sector based at least in part on one or more radio sector properties associated with the target radio sector, wherein the one or more radio sector properties associated with the target radio sector are stored in the radio sector database or in the time delay database, and based at least in part on a comparison of an elapsed time since a most recent request to a establish a radio connection with the target radio sector to a time delay value associated with the target radio sector;  in response to determining not to establish the radio connection with the target radio sector, discarding the request at the mobile wireless device;  and in response to determining to establish the radio connection with the target radio sector: transmitting the request to the target radio sector;  adding an indication of the target radio sector to the radio sector database and updating the one or more radio sector properties associated with the target radio sector stored in the radio sector database or the time delay database when a negative response message or when no response message is received from the target radio sector via the wireless network, in response to the transmitted request;  and removing an indication of the target radio sector from the radio sector database when a response message is received from the target radio sector via wireless network, in response to the transmitted request.",
